image,C2 bottom left_x,C2 bottom left_y,C2 bottom right_x,C2 bottom right_y,C2 centroid_x,C2 centroid_y,C3 bottom left_x,C3 bottom left_y,C3 bottom right_x,C3 bottom right_y,C3 top left_x,C3 top left_y,C3 top right_x,C3 top right_y,C4 bottom left_x,C4 bottom left_y,C4 bottom right_x,C4 bottom right_y,C4 top left_x,C4 top left_y,C4 top right_x,C4 top right_y,C5 bottom left_x,C5 bottom left_y,C5 bottom right_x,C5 bottom right_y,C5 top left_x,C5 top left_y,C5 top right_x,C5 top right_y,C6 bottom left_x,C6 bottom left_y,C6 bottom right_x,C6 bottom right_y,C6 top left_x,C6 top left_y,C6 top right_x,C6 top right_y,C7 bottom left_x,C7 bottom left_y,C7 bottom right_x,C7 bottom right_y,C7 top left_x,C7 top left_y,C7 top right_x,C7 top right_y
1619045.png,118.00292397660817,243.30701754385962,170.04970760233917,233.95029239766077,147.32978723404258,195.3191489361702,118.39361702127658,307.2340425531915,177.96808510638297,302.55319148936167,117.23015873015868,260.1825396825397,173.2872340425532,247.6595744680851,107.7553191489362,371.48936170212767,166.0531914893617,369.36170212765956,114.05555555555554,326.8492063492063,176.75396825396825,325.26190476190476,103.07446808510636,431.063829787234,166.90425531914892,426.3829787234042,108.60638297872342,387.6595744680851,164.35106382978725,383.40425531914894,104.77659574468086,502.12765957446805,169.03191489361703,489.36170212765956,104.53174603174597,453.8333333333333,164.35106382978725,442.12765957446805,127.94444444444443,576.640350877193,182.91520467836258,556.7573099415204,111.58510638297875,522.9787234042553,168.1808510638298,506.3829787234042
1620045.png,244.52941176470588,284.88235294117646,303.3529411764706,277.8235294117647,279.69257950530033,240.60777385159014,244.7102473498233,348.7349823321555,298.42049469964667,349.79505300353355,249.65724381625444,300.3250883392226,299.8339222614841,288.6643109540636,235.87632508833923,421.52650176678446,295.9469964664311,415.51943462897526,241.53003533568904,372.0565371024735,293.82685512367493,363.57597173144876,236.9363957597173,496.4381625441696,303.36749116607774,483.3639575971731,236.9363957597173,451.91519434628975,292.41342756183747,431.4204946996466,254.9575971731449,564.9893992932863,312.5547703180212,543.7879858657244,240.46996466431096,520.4664310954064,298.773851590106,491.4911660777385,289.2352941176471,637.235294117647,342.17647058823525,607.8235294117646,268.3851590106007,586.5441696113074,315.7349823321555,557.2155477031803
1621045.png,201.14619883040936,271.7923976608187,258.45614035087715,257.17251461988303,231.81395348837208,220.91860465116278,201.19379844961242,330.22093023255815,262.04651162790697,327.89534883720927,205.45736434108528,284.484496124031,263.59689922480624,272.8565891472868,191.89147286821708,393.01162790697674,255.8449612403101,393.01162790697674,205.45736434108528,346.5,260.49612403100775,343.3992248062015,177.5503875968992,452.7015503875969,243.82945736434112,457.35271317829455,189.17829457364343,408.90310077519376,247.31782945736433,408.515503875969,172.12403100775197,520.531007751938,233.36434108527135,517.8178294573644,170.96124031007753,473.24418604651163,231.95238095238096,477.05555555555554,183.60233918128657,596.938596491228,242.0818713450292,585.2426900584795,173.67441860465118,544.1744186046511,231.95238095238096,538.9603174603175
1622045.png,138.59523809523807,265.2023809523809,195.14285714285717,248.53571428571428,167.16666666666666,213.0952380952381,140.5793650793651,340.07936507936506,206.45238095238093,325.3968253968254,142.96031746031744,282.53968253968253,201.70967741935482,267.51612903225805,148.9126984126984,419.8412698412698,215.18253968253967,396.8253968253968,146.53174603174605,361.5079365079365,206.45238095238093,342.46031746031747,162.80158730158732,497.22222222222223,235.02380952380955,473.8095238095238,160.4206349206349,439.2857142857143,220.34126984126985,419.04761904761904,180.65873015873015,563.0952380952381,250.1031746031746,544.4444444444445,170.7380952380952,517.063492063492,238.99206349206347,492.85714285714283,201.6904761904762,647.9404761904763,271.3333333333333,619.9642857142858,186.61111111111111,587.3015873015873,249.29032258064518,566.7096774193549
1623045.png,190.8274853801169,237.2046783625731,246.9678362573099,223.16959064327486,221.9225352112676,187.66901408450707,196.21830985915494,304.5704225352113,254.669014084507,293.3028169014085,195.51408450704224,253.86619718309862,247.6267605633803,236.61267605633805,201.14788732394368,377.4577464788733,260.30281690140845,365.83802816901414,199.73943661971833,325.3450704225353,254.3169014084507,310.2042253521127,206.0774647887324,447.1760563380282,264.88028169014086,436.2605633802817,206.42957746478874,398.93661971830994,262.7676056338028,380.97887323943667,218.75352112676057,520.0633802816901,278.26056338028167,503.8661971830987,214.52816901408448,473.93661971830994,268.7535211267606,455.62676056338034,245.21345029239762,595.0994152046784,299.0146198830409,573.4619883040937,226.85211267605632,547.8802816901408,282.1338028169014,521.4718309859155
1624045.png,161.90697674418604,302.9302325581395,212.4883720930233,281.41860465116275,183.2277992277992,249.80694980694983,167.39768339768335,367.1814671814672,221.06563706563702,346.33204633204633,161.2200772200772,312.74131274131275,213.3436293436293,300.3861003861004,176.27799227799227,437.0656370656371,228.78764478764475,413.12741312741315,168.16988416988414,383.7837837837838,221.06563706563702,366.4092664092664,186.70270270270265,501.1583011583012,240.75675675675672,480.30888030888036,180.1389961389961,449.80694980694983,231.87644787644786,427.7992277992278,202.14671814671811,571.0424710424711,258.9034749034749,553.2818532818533,192.49420849420846,518.5328185328185,246.93436293436292,495.3667953667954,229.34883720930233,657.5813953488372,289.23255813953494,626.7674418604652,210.25482625482624,593.0501930501931,264.69498069498064,567.953667953668
1625045.png,267.95614035087715,236.61988304093566,327.02046783625735,220.83040935672514,299.84108527131787,187.11627906976742,266.1201550387597,307.6589147286822,333.56201550387595,289.05426356589146,269.99612403100775,251.84496124031006,328.9108527131783,236.3410852713178,275.81007751937983,378.2015503875969,344.02713178294573,364.2480620155039,270.0238095238095,324.3809523809524,335.5,311.5348837209302,280.07364341085275,446.8062015503876,354.10465116279073,431.30232558139534,280.07364341085275,395.25581395348837,344.02713178294573,385.95348837209303,282.01162790697674,510.7596899224806,357.593023255814,503.0077519379845,284.7248062015504,465.4108527131783,351.3914728682171,451.06976744186045,296.6111111111111,592.1754385964913,363.2777777777778,574.6315789473684,287.8255813953489,534.4031007751938,355.65503875968994,518.5116279069767
1626045.png,239.6470588235294,223.97058823529412,290.2352941176471,215.73529411764707,273.47286821705427,173.64341085271317,233.16279069767444,296.1240310077519,292.4651162790698,283.72093023255815,239.75193798449612,236.04651162790697,287.8139534883721,227.90697674418604,241.68992248062017,366.27906976744185,296.34108527131787,351.93798449612405,235.10077519379848,316.27906976744185,286.3650793650794,300.27777777777777,257.1937984496124,436.4341085271318,313.7829457364341,415.1162790697674,247.11627906976747,386.04651162790697,300.6507936507936,365.35714285714283,269.59689922480624,495.3488372093023,332.7751937984496,475.5813953488372,262.6201550387597,446.8992248062015,315.33333333333337,430.62015503875966,288.47058823529414,565.1470588235295,347.2941176470588,542.7941176470589,272.69767441860466,512.4031007751938,335.57142857142856,491.54761904761904
1627045.png,231.41176470588232,215.64705882352942,284.9411764705882,202.7058823529412,261.9145299145299,164.45299145299145,237.12820512820514,278.55555555555554,291.4017094017094,264.45299145299145,234.5641025641026,230.26495726495727,285.84615384615387,218.2991452991453,245.67521367521368,347.78632478632477,299.94871794871796,331.11965811965814,241.4017094017094,299.9230769230769,292.2564102564103,280.6923076923077,251.6581196581197,411.03418803418805,310.63247863247864,395.64957264957263,249.8571428571429,364.26984126984127,299.0940170940171,350.77777777777777,258.4957264957265,475.991452991453,316.61538461538464,459.7521367521368,253.79487179487182,428.982905982906,309.35042735042737,411.8888888888889,276.70588235294116,548.0,331.4117647058823,527.4117647058824,261.9145299145299,496.0769230769231,320.03418803418805,474.70940170940173
1628045.png,283.7647058823529,283.7941176470588,343.7647058823529,273.7941176470588,313.88679245283015,237.17924528301887,293.60377358490564,363.12264150943395,361.5283018867924,348.02830188679246,298.0,300.7,345.0188679245283,288.59433962264154,293.13207547169816,431.99056603773585,363.88679245283015,423.02830188679246,292.4,379.9,356.33962264150944,367.83962264150944,287.9433962264151,498.02830188679246,364.8301886792452,488.5943396226415,294.5471698113207,446.6132075471698,357.19999999999993,443.9,287.9433962264151,567.8396226415094,359.16981132075466,556.0471698113207,287.9433962264151,515.0094339622641,357.2830188679245,511.2358490566038,299.6470588235294,644.3823529411765,360.4,628.7,291.2452830188679,593.7830188679245,355.6,574.3
1629046.png,247.55882352941177,272.02941176470586,301.67647058823525,257.3235294117647,279.21794871794873,220.9358974358974,240.32905982905982,335.89316239316236,312.12393162393164,323.07264957264954,249.73076923076923,285.89316239316236,306.14102564102564,275.2094017094017,249.30341880341882,394.0128205128205,319.3888888888889,381.6196581196581,247.16666666666669,347.8589743589743,312.12393162393164,334.6111111111111,251.86752136752136,448.28632478632477,313.4059829059829,438.0299145299145,247.16666666666669,404.6965811965812,311.2692307692308,391.87606837606836,262.55128205128204,520.0811965811965,325.7991452991453,496.57692307692304,256.9,472.7,315.29999999999995,452.7,291.67647058823525,587.9117647058823,348.1470588235294,561.4411764705882,272.9,539.9,331.29999999999995,514.3
1630046.png,146.728323699422,174.22543352601153,208.00000000000006,162.08670520231212,181.18007662835248,127.15325670498085,150.5287356321839,248.60919540229887,216.04597701149424,232.90038314176246,150.911877394636,194.96934865900386,208.3831417624521,178.87739463601534,170.0689655172414,327.91954022988506,230.98850574712645,301.09961685823754,157.04214559386975,279.2605363984674,216.81226053639847,248.99233716475098,193.82375478927202,396.11877394636014,257.8084291187739,363.16858237547893,178.49808429118775,350.9080459770115,236.73563218390802,314.8927203065134,222.5593869731801,458.57088122605364,287.3103448275862,424.088122605364,201.359375,423.25,263.17241379310343,376.9616858237548,255.9768786127168,535.4971098265895,315.51445086705206,499.08092485549133,232.13793103448273,481.9425287356322,293.823754789272,441.3295019157088
1631046.png,197.76470588235296,287.9117647058823,248.94117647058826,292.61764705882354,236.77519379844958,244.9612403100775,180.57364341085272,360.85271317829455,234.8372093023256,360.85271317829455,191.03875968992244,306.9767441860465,245.68992248062014,305.8139534883721,167.3953488372093,432.94573643410854,222.8217054263566,428.6821705426357,174.7596899224806,381.7829457364341,233.67441860465115,376.74418604651163,170.10852713178295,506.9767441860465,228.63565891472868,496.8992248062015,170.10852713178295,455.42635658914725,221.65891472868216,439.5348837209302,180.9612403100775,581.782945736434,237.93798449612402,565.1162790697674,167.00775193798447,528.6821705426356,225.14728682170542,512.4031007751938,199.52941176470588,660.2647058823529,257.17647058823525,639.6764705882352,185.6124031007752,603.4883720930233,238.39999999999998,585.5
1632046.png,234.24418604651163,263.31395348837214,287.15116279069764,268.54651162790697,269.75868725868725,231.58301158301157,229.60424710424707,320.0,290.60810810810807,309.18918918918916,235.78185328185327,265.94594594594594,285.58880308880305,271.35135135135135,229.60424710424707,384.8648648648649,288.67760617760615,380.2316602316602,230.37644787644786,336.6023166023166,289.06370656370655,327.33590733590734,231.92084942084938,450.8880308880309,287.1332046332046,445.4826254826255,230.76254826254825,406.8725868725869,284.0444015444015,394.9034749034749,234.2374517374517,512.2779922779923,292.53861003861,511.11969111969114,235.00965250965248,467.1042471042471,285.20270270270265,462.4710424710425,243.54651162790697,594.7093023255815,306.91860465116275,577.2674418604652,237.7123552123552,537.7606177606178,293.3108108108108,523.8610038610038
1633046.png,264.0994152046784,211.14327485380113,319.65497076023394,200.03216374269002,284.6170212765958,163.82978723404256,266.3191489361702,270.6382978723404,327.5957446808511,254.04255319148936,262.9148936170212,219.14893617021275,322.063829787234,205.95744680851064,266.3191489361702,327.2340425531915,329.7234042553191,319.5744680851064,268.44680851063833,280.8510638297872,328.8723404255319,270.6382978723404,258.23404255319144,380.4255319148936,327.5957446808511,381.27659574468083,268.02127659574467,337.02127659574467,329.29787234042556,334.46808510638294,256.531914893617,433.6170212765957,323.76595744680856,437.8723404255319,256.95744680851067,394.04255319148933,326.7446808510638,394.89361702127655,249.4795321637427,507.63450292397664,314.9766081871345,503.54093567251465,250.92063492063494,453.03968253968253,318.23404255319144,451.48936170212767
1634046.png,263.7647058823529,243.3823529411765,314.3529411764706,243.97058823529412,297.3846153846154,207.26495726495727,248.23931623931628,312.8205128205128,304.6495726495727,313.6752136752137,260.968253968254,261.3888888888889,311.4871794871795,258.54700854700855,245.67521367521368,388.03418803418805,300.8034188034188,380.34188034188037,248.23931623931628,336.3247863247864,301.2307692307692,325.21367521367523,252.51282051282055,456.83760683760687,311.4871794871795,441.8803418803419,249.0940170940171,409.4017094017094,297.3846153846154,389.7435897435898,270.8888888888889,526.4957264957266,320.46153846153845,502.1367521367522,254.6495726495727,480.7692307692308,309.35042735042737,458.974358974359,302.0,600.4411764705883,349.0588235294117,567.5,279.43589743589746,547.4358974358975,329.00854700854705,517.0940170940171
1635046.png,221.73529411764704,226.32352941176472,272.9117647058823,219.8529411764706,245.03846153846155,186.32478632478634,229.6538461538462,297.43589743589746,278.7991452991453,275.64102564102564,225.38034188034192,243.1623931623932,271.10683760683764,230.34188034188037,251.02136752136755,363.2478632478633,298.02991452991455,336.7521367521368,239.482905982906,315.8119658119658,280.93589743589746,294.44444444444446,260.4968051118211,414.35303514377,318.0047923322684,393.90575079872207,251.55111821086265,376.01437699680514,300.4329073482428,347.2603833865815,267.5255591054313,464.1932907348243,330.14536741214056,450.45527156549525,264.33067092651754,426.4936102236422,321.1984126984127,405.8333333333333,284.0882352941177,519.8529411764706,339.38235294117646,504.55882352941177,270.1666666666667,476.52173913043475,331.6159420289855,462.6086956521739
1636046.png,200.4971098265896,307.6734104046243,258.878612716763,301.89306358381504,229.69230769230768,263.0769230769231,202.0,373.46153846153845,263.53846153846155,361.53846153846155,202.76923076923077,326.9230769230769,258.53846153846155,313.46153846153845,204.69230769230768,431.15384615384613,267.38461538461536,421.9230769230769,204.69230769230768,390.7692307692308,261.2307692307692,373.8461538461538,205.0769230769231,490.7692307692308,273.53846153846155,476.9230769230769,206.61538461538464,450.38461538461536,265.46153846153845,429.2307692307692,217.38461538461536,547.3076923076923,280.81889763779526,536.003937007874,208.15384615384613,506.9230769230769,270.46153846153845,492.6923076923077,235.75722543352603,617.5,298.1849710982659,597.8468208092485,225.0769230769231,567.3076923076923,282.39370078740154,550.9645669291339
1637046.png,155.0818713450292,202.37134502923973,208.88304093567248,207.63450292397658,192.86100386100387,165.25096525096527,137.64864864864867,264.4787644787645,197.4942084942085,276.0617760617761,150.77606177606177,219.6911196911197,202.8996138996139,220.0772200772201,121.43243243243242,328.95752895752895,186.68339768339766,340.5405405405406,133.40154440154438,291.11969111969114,192.47490347490347,295.75289575289577,109.46332046332046,397.6833976833977,178.5752895752896,398.4555984555985,113.20634920634922,362.56349206349205,179.8730158730159,357.8015873015873,112.16602316602317,468.72586872586874,172.39768339768338,457.52895752895756,112.93822393822393,426.64092664092664,171.62548262548265,417.3745173745174,135.1988304093567,547.985380116959,194.15873015873012,514.9444444444445,117.18532818532819,495.3667953667954,173.55598455598457,470.2702702702703
1638046.png,185.7456140350877,269.53801169590645,240.71637426900585,247.31578947368422,215.58510638297875,216.10638297872342,188.77659574468086,335.6808510638298,244.09574468085108,324.1914893617021,189.20212765957447,282.063829787234,240.69148936170214,268.4468085106383,188.77659574468086,401.2127659574468,250.4787234042553,387.59574468085106,185.37234042553192,350.57446808510633,244.09574468085108,335.6808510638298,193.03191489361703,466.7446808510638,255.15957446808508,453.9787234042553,190.90425531914892,417.80851063829783,251.7553191489362,397.3829787234042,197.2872340425532,523.7659574468086,258.13829787234044,512.7021276595744,190.90425531914892,480.78723404255317,253.45744680851064,466.31914893617017,214.98538011695908,599.9473684210526,268.7865497076024,580.6491228070175,196.43617021276597,548.4468085106383,259.8404255319149,525.8936170212767
1639046.png,220.11627906976742,308.66279069767444,267.2093023255814,303.43023255813955,247.65957446808508,265.1063829787234,223.82978723404253,376.59574468085106,270.63829787234044,369.36170212765956,220.42553191489364,326.3829787234042,268.936170212766,312.7659574468085,233.19148936170214,448.51063829787233,280.42553191489367,434.04255319148933,226.80851063829786,399.5744680851064,268.08510638297867,380.8510638297872,241.27659574468086,519.1489361702128,291.063829787234,500.4255319148936,234.04255319148936,467.6595744680851,280.42553191489367,451.48936170212767,258.29787234042556,585.9574468085107,307.23404255319144,561.2765957446808,243.40425531914892,538.2978723404256,294.04255319148933,513.1914893617021,294.53488372093017,659.8255813953489,339.30232558139534,626.686046511628,263.4042553191489,608.0851063829787,315.7446808510638,576.1702127659574
1640046.png,135.8823529411765,171.9411764705882,188.82352941176472,165.4705882352941,163.69098712446353,128.72103004291847,140.08583690987123,236.4463519313305,195.87982832618022,224.42918454935625,137.5107296137339,190.95278969957084,186.43776824034333,178.50643776824037,149.09871244635193,298.2489270386266,205.32188841201716,279.793991416309,140.51502145922748,257.0472103004292,197.1673819742489,235.15879828326183,166.69527896995706,354.47210300429185,221.63090128755366,336.44635193133047,159.39914163090125,313.6995708154506,208.75536480686694,293.9570815450644,186.43776824034333,417.56223175965664,243.94849785407726,392.6695278969957,175.70815450643775,372.068669527897,228.06866952789696,348.4635193133047,210.58823529411765,480.1764705882353,268.2352941176471,454.29411764705884,193.73390557939913,433.0128755364807,248.66952789699567,406.40343347639487
1641046.png,160.6345029239766,250.32456140350874,215.02046783625732,236.2894736842105,188.39361702127658,201.70212765957447,170.5212765957447,318.2978723404255,226.26595744680853,299.5744680851064,161.58510638297875,261.70212765957444,214.35106382978725,248.08510638297872,177.32978723404253,386.3829787234042,242.43617021276597,362.97872340425533,174.35106382978725,335.3191489361702,227.96808510638297,311.06382978723406,189.2446808510638,445.9574468085106,256.9042553191489,422.12765957446805,181.58510638297875,397.4468085106383,241.58510638297875,371.9148936170213,199.88297872340425,505.1063829787234,266.6914893617021,485.1063829787234,189.67021276595747,462.55319148936167,256.05319148936167,434.46808510638294,228.47076023391813,575.4707602339181,287.5350877192983,550.9093567251462,210.9468085106383,522.5531914893617,273.07446808510633,499.1489361702127
1642046.png,230.00578034682076,262.0086705202312,283.1849710982659,259.1184971098266,260.46153846153845,224.23076923076923,228.53846153846155,324.2307692307692,282.7692307692308,315.38461538461536,228.0236220472441,278.5236220472441,282.38461538461536,269.6153846153846,231.23076923076923,385.38461538461536,287.38461538461536,373.46153846153845,230.84615384615387,337.6923076923077,283.9230769230769,325.7692307692308,230.84615384615387,442.6923076923077,294.6923076923077,438.46153846153845,234.30769230769232,398.8461538461538,290.84615384615387,389.2307692307692,228.53846153846155,494.6153846153846,297.0,494.2307692307692,233.15384615384613,456.9230769230769,293.9230769230769,449.6153846153846,227.6936416184971,563.164739884393,296.4797687861271,552.7601156069363,227.0,513.0769230769231,292.38461538461536,506.9230769230769
1643046.png,175.6656804733728,272.2455621301775,227.14497041420117,263.96153846153845,202.28599221789887,222.95719844357978,175.43774319066148,344.35797665369654,237.6945525291829,328.01556420233464,175.0486381322957,288.715953307393,225.2431906614786,276.26459143968873,188.66731517509726,415.56420233463035,243.920233463035,390.27237354085605,175.82684824902725,362.2568093385214,234.58171206225683,341.2451361867704,208.1225680933852,482.8793774319066,261.42996108949416,453.6964980544747,194.89299610894943,432.295719844358,244.30933852140078,405.44747081712063,236.9163424124514,544.7470817120623,291.3910505836576,510.89494163424126,213.18093385214007,493.7743190661479,264.5428015564203,468.0933852140078,269.74852071005915,613.6656804733728,324.1863905325444,580.5295857988167,241.5856031128405,564.9805447470817,294.89299610894943,526.0700389105059
1644046.png,166.02941176470588,260.2647058823529,231.32352941176472,257.3235294117647,207.53875968992247,217.44186046511626,167.22868217054264,330.62015503875966,230.01937984496124,322.09302325581393,169.55426356589146,278.6821705426357,227.69379844961242,269.7674418604651,169.55426356589146,395.73643410852713,233.5077519379845,382.1705426356589,166.06589147286826,349.61240310077517,226.9186046511628,332.94573643410854,176.1434108527132,453.48837209302326,241.25968992248062,442.2480620155039,168.77906976744185,411.62790697674416,233.5077519379845,396.1240310077519,178.85658914728685,513.5658914728682,240.09689922480624,503.1007751937984,173.81782945736438,469.3798449612403,236.99612403100775,456.9767441860465,185.44117647058826,585.5588235294117,249.5588235294118,567.3235294117646,180.01937984496124,529.4573643410853,241.25968992248062,519.767441860465
1645046.png,164.05813953488374,246.61627906976744,222.1976744186047,233.24418604651163,197.65384615384613,196.49999999999997,166.11538461538464,311.88461538461536,224.5769230769231,297.65384615384613,166.11538461538464,259.96153846153845,223.03846153846155,251.49999999999997,173.4230769230769,384.57692307692304,233.03846153846155,359.1923076923077,168.80769230769232,330.3461538461538,227.65384615384613,312.2692307692308,184.19230769230768,441.1153846153846,248.03846153846155,419.57692307692304,178.03846153846155,397.65384615384613,237.26923076923077,372.65384615384613,198.4230769230769,500.3461538461538,258.03846153846155,479.96153846153845,189.5769230769231,456.1153846153846,246.5,435.3461538461538,214.05813953488374,565.8023255813954,269.87209302325584,546.6162790697674,197.26923076923077,511.88461538461536,258.8076923076923,494.57692307692304
1646046.png,157.93859649122808,263.5204678362573,209.98538011695908,235.4502923976608,175.80985915492954,208.443661971831,166.65492957746477,330.274647887324,224.04929577464787,307.73943661971833,162.42957746478874,273.9366197183099,209.26056338028167,251.40140845070425,167.7112676056338,396.4718309859156,231.7957746478873,377.10563380281695,169.47183098591546,342.9507042253522,222.64084507042253,325.6971830985916,180.03521126760563,453.8661971830986,239.1901408450704,443.3028169014085,171.23239436619718,420.0633802816902,232.14788732394368,392.9507042253522,191.65492957746477,526.4014084507043,246.5845070422535,507.0352112676057,183.69047619047626,483.1111111111111,236.07142857142856,459.3015873015873,216.41812865497073,603.8713450292398,267.2953216374269,572.8771929824562,196.93661971830983,551.0492957746479,249.75352112676057,521.4718309859155
1647046.png,216.69005847953215,263.10526315789474,281.0175438596491,255.5029239766082,258.942084942085,212.6988416988417,205.6602316602317,335.0926640926641,270.91119691119695,331.6177606177606,219.17374517374517,275.6332046332046,275.5444015444016,274.0888030888031,197.93822393822396,407.2934362934363,260.1003861003861,404.5907335907336,208.74903474903473,354.011583011583,268.5945945945946,348.992277992278,199.86872586872587,480.2664092664093,259.71428571428567,470.22779922779927,196.39382239382238,431.6177606177606,253.53667953667954,417.7181467181467,215.69884169884168,555.1698841698842,279.0193050193051,533.5482625482626,204.5019305019305,501.11583011583014,257.01158301158307,481.42471042471044,246.51461988304092,630.3567251461988,302.0701754385965,604.0409356725146,221.1042471042471,568.6833976833977,278.6332046332046,542.8146718146719
1648047.png,217.11764705882348,196.91176470588238,275.94117647058823,187.5,253.5426356589147,148.06201550387595,220.98449612403098,274.4186046511628,283.0,258.1395348837209,220.98449612403098,215.50387596899225,277.8412698412698,204.24603174603178,228.7364341085271,346.8992248062015,292.6899224806201,329.84496124031006,227.9612403100775,295.73643410852713,281.01587301587296,278.8492063492063,236.48837209302323,408.9147286821705,300.05426356589146,399.61240310077517,233.3875968992248,367.82945736434107,289.74603174603175,349.484126984127,245.01550387596896,482.94573643410854,307.4186046511628,466.66666666666663,239.20155038759688,432.5581395348837,298.4761904761904,416.1507936507937,267.70588235294116,561.6176470588235,326.52941176470586,539.264705882353,253.15503875968992,502.71317829457365,310.1317829457364,481.7829457364341
1649047.png,234.80473372781063,230.32544378698225,289.8343195266272,221.44970414201185,272.9416342412451,180.54474708171207,232.08560311284046,306.6147859922179,288.1167315175097,298.44357976653697,234.42023346303498,252.1400778210117,290.4,244.6,240.25680933852138,391.0505836575876,298.6225680933852,368.4824902723736,235.19844357976652,337.3540856031129,292.0,318.2,260.49027237354085,466.147859922179,318.0778210116731,438.52140077821014,253.48638132295716,412.84046692607006,302.9027237354086,389.1050583657588,289.28404669260703,536.5758754863814,344.147859922179,509.727626459144,273.7198443579766,487.15953307393,323.91439688715957,459.14396887159535,327.112426035503,607.2485207100591,378.00000000000006,574.7041420118343,304.0700389105058,555.2529182879377,351.54085603112844,523.3463035019456
1650047.png,165.66568047337276,263.1863905325444,220.10355029585796,247.80177514792896,190.2659574468085,209.21985815602838,171.8262411347518,339.0070921985816,236.7198581560284,317.0212765957447,167.9255319148936,281.9148936170213,220.76241134751774,263.12056737588654,181.75531914893617,412.0567375886525,245.93971631205676,385.10638297872345,171.8262411347518,360.63829787234044,232.81914893617022,332.6241134751773,191.6843971631206,481.5602836879433,263.67021276595744,450.35460992907804,194.16666666666669,435.10638297872345,249.4858156028369,401.4184397163121,205.86879432624113,539.3617021276596,272.5354609929078,513.4751773049645,199.13120567375887,494.68085106382983,264.3794326241135,467.73049645390074,225.4289940828402,606.9733727810651,289.9260355029585,583.896449704142,209.0602836879433,556.7375886524823,276.436170212766,529.4326241134752
1651047.png,277.32352941176475,209.76470588235296,340.2647058823529,198.0,312.84108527131787,158.07751937984497,274.85658914728685,284.04651162790697,346.1744186046511,269.3178294573643,278.73255813953483,226.68217054263567,341.7539682539683,212.6825396825397,272.14341085271315,360.4031007751938,346.9496124031008,347.6124031007752,272.531007751938,304.9767441860465,345.7868217054263,288.69767441860466,279.5077519379845,432.1085271317829,349.6627906976744,420.48062015503876,268.6550387596899,377.4573643410853,348.1031746031746,363.4761904761905,280.6705426356589,501.1007751937984,353.9263565891473,482.49612403100775,282.99612403100775,453.0387596899225,351.2777777777778,437.2857142857143,296.7352941176471,580.3529411764706,367.32352941176464,558.0,285.32170542635663,525.1317829457364,354.70155038759685,499.16279069767444
1652047.png,190.66666666666663,250.44444444444446,243.4444444444444,234.33333333333334,216.49163879598666,202.66387959866222,201.4414715719064,309.3528428093646,251.2742474916388,298.3160535117057,195.08695652173913,261.5267558528429,246.59197324414714,250.15551839464885,207.46153846153845,376.91137123745824,256.9598662207358,363.8678929765887,203.11371237458195,326.7441471571907,252.61204013377926,312.69732441471575,211.14046822742478,437.1120401337793,264.6521739130435,428.41638795986626,210.80602006688963,391.2926421404683,257.96321070234114,376.242474916388,212.81270903010034,499.31939799331104,274.01672240802674,486.9448160535117,214.1505016722408,451.1588628762542,267.66220735785953,439.11872909699,225.1111111111111,573.7777777777778,286.22222222222223,555.4444444444445,219.16722408026754,518.7173913043478,273.0133779264214,500.3227424749164
1653047.png,207.22222222222223,268.3888888888889,263.88888888888886,271.72222222222223,250.0,230.66666666666666,198.33333333333337,334.6666666666667,250.0,333.0,205.0,286.0,261.33333333333337,281.3333333333333,192.0,399.6666666666667,252.0,397.6666666666667,200.66666666666669,354.0,252.0,344.0,191.0,464.6666666666667,258.33333333333337,454.3333333333333,199.0,422.3333333333333,255.82706766917295,412.1503759398496,214.66666666666669,531.3333333333334,273.6666666666667,510.3333333333333,202.0,494.6666666666667,259.5864661654135,473.05263157894734,241.1111111111111,602.8333333333334,301.1111111111111,571.1666666666666,220.66666666666669,556.6666666666666,280.6390977443608,527.9398496240601
1654047.png,195.05586592178773,258.0726256983241,237.51396648044695,238.5195530726257,201.97416974169744,203.690036900369,216.73431734317342,320.6642066420664,264.7047970479705,298.5239852398524,199.76014760147604,273.0627306273063,244.77859778597787,245.75645756457564,220.79335793357933,381.549815498155,285.3690036900369,357.56457564575646,218.94833948339482,334.31734317343177,270.2272727272727,314.8484848484848,231.86346863468634,435.05535055350555,293.8560885608856,424.7232472324723,230.75645756457567,395.5719557195572,287.2140221402214,374.5387453874539,236.29151291512915,497.4169741697417,297.54612546125463,486.7158671586716,236.29151291512915,451.29151291512915,293.7121212121212,442.8787878787879,254.83240223463687,574.2737430167598,309.02234636871503,552.4860335195531,239.2435424354244,521.4022140221402,298.2841328413284,500.3690036900369
1655047.png,238.71508379888266,286.0642458100559,285.64245810055866,274.3324022346369,259.0243902439025,240.2439024390244,242.3577235772358,342.6829268292683,294.39024390243907,329.2682926829268,237.88617886178866,303.6585365853659,287.07317073170736,288.2113821138211,253.739837398374,396.7479674796748,300.4878048780488,378.8617886178862,241.95121951219517,358.5365853658537,291.95121951219517,340.2439024390244,262.2764227642277,450.0,311.0569105691057,434.9593495934959,254.5528455284553,415.4471544715447,300.4878048780488,395.5284552845529,272.0325203252033,498.3739837398374,322.0325203252033,482.1138211382114,258.6178861788618,467.479674796748,312.2764227642277,445.5284552845529,275.58659217877096,553.6620111731844,334.80446927374294,534.6675977653631,270.8130081300813,516.6666666666666,321.6260162601626,495.1219512195122
